ID_Venta,Fecha,ID_Cliente,Región_Cliente,ID_Producto,Cantidad,Método_Pago,Método_Pago_Nombre,Estado,Nombre_Producto,Precio_Unitario,Categoría,Total_Venta,Mes,Nro de Mes,Mes_Año,Cat_MetodoPago,Año
160,2/4/2024,106,NEA,25,6,4,Mercado Pago,Completa,Pizza congelada,$15.45,Congelados,$92.70,abril,4,martes-04,Congelados - Mercado Pago,2024
837,2/4/2024,102,Patagonia,4,3,1,Efectivo,Completa,Queso rallado,$19.23,Lácteos,$57.69,abril,4,martes-04,Lácteos - Efectivo,2024
1224,2/4/2024,60,NEA,4,3,5,Transferencia,Pendiente,Queso rallado,$19.23,Lácteos,$57.69,abril,4,martes-04,Lácteos - Transferencia,2024
1819,2/4/2024,192,Cuyo,22,5,1,Efectivo,Pendiente,Cebolla,$4.21,Frutas y Verduras,$21.05,abril,4,martes-04,Frutas y Verduras - Efectivo,2024
1968,2/4/2024,285,Patagonia,12,2,5,Transferencia,Pendiente,Pan francés,$8.12,Panadería,$16.24,abril,4,martes-04,Panadería - Transferencia,2024
2413,2/4/2024,248,Centro,31,5,4,Mercado Pago,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$26.20,abril,4,martes-04,Galletitas y Snacks - Mercado Pago,2024
2465,2/4/2024,240,Buenos Aires,9,3,2,Tarjeta de Crédito,Completa,Pollo,$18.56,Carnicería,$55.68,abril,4,martes-04,Carnicería - Tarjeta de Crédito,2024
2899,2/4/2024,163,Buenos Aires,34,5,1,Efectivo,Pendiente,Maníes,$5.45,Galletitas y Snacks,$27.25,abril,4,martes-04,Galletitas y Snacks - Efectivo,2024
232,3/4/2024,144,NEA,24,3,3,Tarjeta de Débito,Completa,Empanadas,$13.54,Congelados,$40.62,abril,4,miércoles-04,Congelados - Tarjeta de Débito,2024
339,3/4/2024,81,Buenos Aires,21,1,3,Tarjeta de Débito,Completa,Zanahorias,$3.25,Frutas y Verduras,$3.25,abril,4,miércoles-04,Frutas y Verduras - Tarjeta de Débito,2024
844,3/4/2024,258,Centro,22,2,2,Tarjeta de Crédito,Pendiente,Cebolla,$4.21,Frutas y Verduras,$8.42,abril,4,miércoles-04,Frutas y Verduras - Tarjeta de Crédito,2024
1687,3/4/2024,160,Centro,23,6,5,Transferencia,Completa,Papas fritas,$8.23,Congelados,$49.38,abril,4,miércoles-04,Congelados - Transferencia,2024
1704,3/4/2024,104,Buenos Aires,3,4,4,Mercado Pago,Completa,Queso cremoso,$17.23,Lácteos,$68.92,abril,4,miércoles-04,Lácteos - Mercado Pago,2024
1913,3/4/2024,78,Buenos Aires,33,5,4,Mercado Pago,Completa,Papas chips,$8.54,Galletitas y Snacks,$42.70,abril,4,miércoles-04,Galletitas y Snacks - Mercado Pago,2024
2532,3/4/2024,28,NEA,13,5,4,Mercado Pago,Completa,Pan integral,$12.56,Panadería,$62.80,abril,4,miércoles-04,Panadería - Mercado Pago,2024
2571,3/4/2024,54,Buenos Aires,18,5,4,Mercado Pago,Completa,Bananas,$7.25,Frutas y Verduras,$36.25,abril,4,miércoles-04,Frutas y Verduras - Mercado Pago,2024
2641,3/4/2024,172,Buenos Aires,8,3,3,Tarjeta de Débito,Completa,Milanesa,$16.21,Carnicería,$48.63,abril,4,miércoles-04,Carnicería - Tarjeta de Débito,2024
2795,3/4/2024,39,Patagonia,8,5,4,Mercado Pago,Completa,Milanesa,$16.21,Carnicería,$81.05,abril,4,miércoles-04,Carnicería - Mercado Pago,2024
2954,3/4/2024,237,Buenos Aires,27,6,3,Tarjeta de Débito,Completa,Agua mineral,$6.21,Bebidas,$37.26,abril,4,miércoles-04,Bebidas - Tarjeta de Débito,2024
2961,3/4/2024,141,NEA,25,2,1,Efectivo,Completa,Pizza congelada,$15.45,Congelados,$30.90,abril,4,miércoles-04,Congelados - Efectivo,2024
327,4/4/2024,203,Buenos Aires,27,4,2,Tarjeta de Crédito,Completa,Agua mineral,$6.21,Bebidas,$24.84,abril,4,jueves-04,Bebidas - Tarjeta de Crédito,2024
491,4/4/2024,25,Patagonia,5,5,5,Transferencia,Completa,Manteca,$5.65,Lácteos,$28.25,abril,4,jueves-04,Lácteos - Transferencia,2024
1175,4/4/2024,189,Patagonia,17,3,1,Efectivo,Completa,Manzanas,$6.54,Frutas y Verduras,$19.62,abril,4,jueves-04,Frutas y Verduras - Efectivo,2024
1417,4/4/2024,126,Cuyo,13,5,3,Tarjeta de Débito,Completa,Pan integral,$12.56,Panadería,$62.80,abril,4,jueves-04,Panadería - Tarjeta de Débito,2024
1782,4/4/2024,145,Buenos Aires,13,2,3,Tarjeta de Débito,Completa,Pan integral,$12.56,Panadería,$25.12,abril,4,jueves-04,Panadería - Tarjeta de Débito,2024
1872,4/4/2024,239,Buenos Aires,16,6,1,Efectivo,Completa,Tortas,$15.23,Panadería,$91.38,abril,4,jueves-04,Panadería - Efectivo,2024
2844,4/4/2024,213,Centro,22,3,5,Transferencia,Completa,Cebolla,$4.21,Frutas y Verduras,$12.63,abril,4,jueves-04,Frutas y Verduras - Transferencia,2024
2879,4/4/2024,186,Patagonia,3,5,4,Mercado Pago,Completa,Queso cremoso,$17.23,Lácteos,$86.15,abril,4,jueves-04,Lácteos - Mercado Pago,2024
245,5/4/2024,101,Buenos Aires,32,4,4,Mercado Pago,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$25.00,abril,4,viernes-04,Galletitas y Snacks - Mercado Pago,2024
799,5/4/2024,55,Patagonia,19,1,5,Transferencia,Pendiente,Tomates,$6.54,Frutas y Verduras,$6.54,abril,4,viernes-04,Frutas y Verduras - Transferencia,2024
905,5/4/2024,151,Buenos Aires,3,2,4,Mercado Pago,Completa,Queso cremoso,$17.23,Lácteos,$34.46,abril,4,viernes-04,Lácteos - Mercado Pago,2024
1195,5/4/2024,47,Buenos Aires,16,3,3,Tarjeta de Débito,Completa,Tortas,$15.23,Panadería,$45.69,abril,4,viernes-04,Panadería - Tarjeta de Débito,2024
2276,5/4/2024,62,NEA,23,6,4,Mercado Pago,Pendiente,Papas fritas,$8.23,Congelados,$49.38,abril,4,viernes-04,Congelados - Mercado Pago,2024
2884,5/4/2024,307,Cuyo,32,3,1,Efectivo,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$18.75,abril,4,viernes-04,Galletitas y Snacks - Efectivo,2024
2945,5/4/2024,245,NEA,20,1,5,Transferencia,Completa,Lechugas,$4.25,Frutas y Verduras,$4.25,abril,4,viernes-04,Frutas y Verduras - Transferencia,2024
2995,5/4/2024,38,Patagonia,34,5,5,Transferencia,Completa,Maníes,$5.45,Galletitas y Snacks,$27.25,abril,4,viernes-04,Galletitas y Snacks - Transferencia,2024
10,6/4/2024,232,Buenos Aires,37,2,3,Tarjeta de Débito,Completa,Garbanzos,$3.65,Conservas,$7.30,abril,4,sábado-04,Conservas - Tarjeta de Débito,2024
1068,6/4/2024,318,Buenos Aires,6,3,5,Transferencia,Completa,Asado,$28.56,Carnicería,$85.68,abril,4,sábado-04,Carnicería - Transferencia,2024
1960,6/4/2024,266,Buenos Aires,30,3,5,Transferencia,Completa,Vino tinto,$13.54,Bebidas,$40.62,abril,4,sábado-04,Bebidas - Transferencia,2024
2718,6/4/2024,157,Patagonia,32,1,5,Transferencia,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$6.25,abril,4,sábado-04,Galletitas y Snacks - Transferencia,2024
395,7/4/2024,75,NEA,32,5,5,Transferencia,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$31.25,abril,4,domingo-04,Galletitas y Snacks - Transferencia,2024
453,7/4/2024,75,NEA,12,2,4,Mercado Pago,Completa,Pan francés,$8.12,Panadería,$16.24,abril,4,domingo-04,Panadería - Mercado Pago,2024
657,7/4/2024,57,Centro,36,1,4,Mercado Pago,Completa,Lentejas,$3.25,Conservas,$3.25,abril,4,domingo-04,Conservas - Mercado Pago,2024
1220,7/4/2024,224,Cuyo,38,5,3,Tarjeta de Débito,Completa,Atún enlatado,$6.21,Conservas,$31.05,abril,4,domingo-04,Conservas - Tarjeta de Débito,2024
2084,7/4/2024,138,Buenos Aires,33,4,3,Tarjeta de Débito,Completa,Papas chips,$8.54,Galletitas y Snacks,$34.16,abril,4,domingo-04,Galletitas y Snacks - Tarjeta de Débito,2024
2726,7/4/2024,166,NEA,17,6,4,Mercado Pago,Completa,Manzanas,$6.54,Frutas y Verduras,$39.24,abril,4,domingo-04,Frutas y Verduras - Mercado Pago,2024
2731,7/4/2024,132,Buenos Aires,5,3,1,Efectivo,Pendiente,Manteca,$5.65,Lácteos,$16.95,abril,4,domingo-04,Lácteos - Efectivo,2024
108,8/4/2024,153,Cuyo,17,4,4,Mercado Pago,Completa,Manzanas,$6.54,Frutas y Verduras,$26.16,abril,4,lunes-04,Frutas y Verduras - Mercado Pago,2024
581,8/4/2024,297,Buenos Aires,6,1,3,Tarjeta de Débito,Pendiente,Asado,$28.56,Carnicería,$28.56,abril,4,lunes-04,Carnicería - Tarjeta de Débito,2024
1470,8/4/2024,38,Patagonia,24,5,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$67.70,abril,4,lunes-04,Congelados - Transferencia,2024
1834,8/4/2024,141,NEA,7,1,5,Transferencia,Completa,Chorizo,$11.25,Carnicería,$11.25,abril,4,lunes-04,Carnicería - Transferencia,2024
1840,8/4/2024,241,Buenos Aires,12,6,3,Tarjeta de Débito,Completa,Pan francés,$8.12,Panadería,$48.72,abril,4,lunes-04,Panadería - Tarjeta de Débito,2024
2140,8/4/2024,174,Patagonia,9,1,4,Mercado Pago,Completa,Pollo,$18.56,Carnicería,$18.56,abril,4,lunes-04,Carnicería - Mercado Pago,2024
2885,8/4/2024,245,NEA,24,1,2,Tarjeta de Crédito,Completa,Empanadas,$13.54,Congelados,$13.54,abril,4,lunes-04,Congelados - Tarjeta de Crédito,2024
80,9/4/2024,313,Cuyo,25,6,3,Tarjeta de Débito,Completa,Pizza congelada,$15.45,Congelados,$92.70,abril,4,martes-04,Congelados - Tarjeta de Débito,2024
600,9/4/2024,142,Cuyo,14,2,4,Mercado Pago,Completa,Facturas,$12.36,Panadería,$24.72,abril,4,martes-04,Panadería - Mercado Pago,2024
962,9/4/2024,275,Buenos Aires,8,2,4,Mercado Pago,Completa,Milanesa,$16.21,Carnicería,$32.42,abril,4,martes-04,Carnicería - Mercado Pago,2024
1331,9/4/2024,51,Cuyo,11,2,4,Mercado Pago,Completa,Salchicha,$11.23,Carnicería,$22.46,abril,4,martes-04,Carnicería - Mercado Pago,2024
1474,9/4/2024,321,Cuyo,9,1,4,Mercado Pago,Completa,Pollo,$18.56,Carnicería,$18.56,abril,4,martes-04,Carnicería - Mercado Pago,2024
2341,9/4/2024,23,Patagonia,10,3,5,Transferencia,Completa,Costilla de cerdo,$14.25,Carnicería,$42.75,abril,4,martes-04,Carnicería - Transferencia,2024
2716,9/4/2024,162,Patagonia,15,4,3,Tarjeta de Débito,Completa,Medialunas,$3.51,Panadería,$14.04,abril,4,martes-04,Panadería - Tarjeta de Débito,2024
2920,9/4/2024,207,Buenos Aires,35,2,3,Tarjeta de Débito,Completa,Arroz,$4.25,Conservas,$8.50,abril,4,martes-04,Conservas - Tarjeta de Débito,2024
102,10/4/2024,282,Centro,26,1,3,Tarjeta de Débito,Completa,Hamburgesas congeladas,$9.54,Congelados,$9.54,abril,4,miércoles-04,Congelados - Tarjeta de Débito,2024
239,10/4/2024,197,Cuyo,37,6,5,Transferencia,Completa,Garbanzos,$3.65,Conservas,$21.90,abril,4,miércoles-04,Conservas - Transferencia,2024
532,10/4/2024,233,Centro,1,3,1,Efectivo,Completa,Leche,$12.24,Lácteos,$36.72,abril,4,miércoles-04,Lácteos - Efectivo,2024
1046,10/4/2024,288,Buenos Aires,1,5,3,Tarjeta de Débito,Completa,Leche,$12.24,Lácteos,$61.20,abril,4,miércoles-04,Lácteos - Tarjeta de Débito,2024
1612,10/4/2024,68,Patagonia,20,4,4,Mercado Pago,Pendiente,Lechugas,$4.25,Frutas y Verduras,$17.00,abril,4,miércoles-04,Frutas y Verduras - Mercado Pago,2024
1904,10/4/2024,231,Patagonia,12,4,4,Mercado Pago,Completa,Pan francés,$8.12,Panadería,$32.48,abril,4,miércoles-04,Panadería - Mercado Pago,2024
2490,10/4/2024,162,Patagonia,26,3,5,Transferencia,Completa,Hamburgesas congeladas,$9.54,Congelados,$28.62,abril,4,miércoles-04,Congelados - Transferencia,2024
2758,10/4/2024,273,Cuyo,23,2,4,Mercado Pago,Completa,Papas fritas,$8.23,Congelados,$16.46,abril,4,miércoles-04,Congelados - Mercado Pago,2024
2785,10/4/2024,191,Centro,17,6,5,Transferencia,Completa,Manzanas,$6.54,Frutas y Verduras,$39.24,abril,4,miércoles-04,Frutas y Verduras - Transferencia,2024
354,11/4/2024,195,Centro,29,6,1,Efectivo,Completa,Cerveza,$11.54,Bebidas,$69.24,abril,4,jueves-04,Bebidas - Efectivo,2024
677,11/4/2024,291,NEA,10,3,5,Transferencia,Completa,Costilla de cerdo,$14.25,Carnicería,$42.75,abril,4,jueves-04,Carnicería - Transferencia,2024
873,11/4/2024,72,Centro,26,1,4,Mercado Pago,Completa,Hamburgesas congeladas,$9.54,Congelados,$9.54,abril,4,jueves-04,Congelados - Mercado Pago,2024
1110,11/4/2024,284,NOA,12,2,4,Mercado Pago,Completa,Pan francés,$8.12,Panadería,$16.24,abril,4,jueves-04,Panadería - Mercado Pago,2024
2469,11/4/2024,79,Patagonia,36,4,5,Transferencia,Pendiente,Lentejas,$3.25,Conservas,$13.00,abril,4,jueves-04,Conservas - Transferencia,2024
2561,11/4/2024,133,Buenos Aires,19,3,1,Efectivo,Completa,Tomates,$6.54,Frutas y Verduras,$19.62,abril,4,jueves-04,Frutas y Verduras - Efectivo,2024
379,12/4/2024,67,NEA,2,4,1,Efectivo,Completa,Yogur,$5.21,Lácteos,$20.84,abril,4,viernes-04,Lácteos - Efectivo,2024
831,12/4/2024,94,Centro,19,4,3,Tarjeta de Débito,Pendiente,Tomates,$6.54,Frutas y Verduras,$26.16,abril,4,viernes-04,Frutas y Verduras - Tarjeta de Débito,2024
1143,12/4/2024,266,Buenos Aires,20,2,5,Transferencia,Completa,Lechugas,$4.25,Frutas y Verduras,$8.50,abril,4,viernes-04,Frutas y Verduras - Transferencia,2024
1149,12/4/2024,272,Buenos Aires,24,5,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$67.70,abril,4,viernes-04,Congelados - Transferencia,2024
1157,12/4/2024,90,Buenos Aires,11,4,3,Tarjeta de Débito,Completa,Salchicha,$11.23,Carnicería,$44.92,abril,4,viernes-04,Carnicería - Tarjeta de Débito,2024
1299,12/4/2024,223,Buenos Aires,16,3,3,Tarjeta de Débito,Completa,Tortas,$15.23,Panadería,$45.69,abril,4,viernes-04,Panadería - Tarjeta de Débito,2024
1647,12/4/2024,74,Patagonia,9,4,4,Mercado Pago,Completa,Pollo,$18.56,Carnicería,$74.24,abril,4,viernes-04,Carnicería - Mercado Pago,2024
1698,12/4/2024,272,Buenos Aires,3,5,5,Transferencia,Completa,Queso cremoso,$17.23,Lácteos,$86.15,abril,4,viernes-04,Lácteos - Transferencia,2024
1915,12/4/2024,21,Buenos Aires,27,4,4,Mercado Pago,Completa,Agua mineral,$6.21,Bebidas,$24.84,abril,4,viernes-04,Bebidas - Mercado Pago,2024
2137,12/4/2024,202,NEA,5,1,4,Mercado Pago,Completa,Manteca,$5.65,Lácteos,$5.65,abril,4,viernes-04,Lácteos - Mercado Pago,2024
2229,12/4/2024,312,Cuyo,27,2,1,Efectivo,Completa,Agua mineral,$6.21,Bebidas,$12.42,abril,4,viernes-04,Bebidas - Efectivo,2024
2306,12/4/2024,242,NEA,2,6,3,Tarjeta de Débito,Completa,Yogur,$5.21,Lácteos,$31.26,abril,4,viernes-04,Lácteos - Tarjeta de Débito,2024
2497,12/4/2024,105,Buenos Aires,26,5,4,Mercado Pago,Completa,Hamburgesas congeladas,$9.54,Congelados,$47.70,abril,4,viernes-04,Congelados - Mercado Pago,2024
2581,12/4/2024,260,Buenos Aires,26,2,4,Mercado Pago,Completa,Hamburgesas congeladas,$9.54,Congelados,$19.08,abril,4,viernes-04,Congelados - Mercado Pago,2024
328,13/4/2024,167,Buenos Aires,23,3,3,Tarjeta de Débito,Pendiente,Papas fritas,$8.23,Congelados,$24.69,abril,4,sábado-04,Congelados - Tarjeta de Débito,2024
788,13/4/2024,52,Patagonia,33,1,2,Tarjeta de Crédito,Completa,Papas chips,$8.54,Galletitas y Snacks,$8.54,abril,4,sábado-04,Galletitas y Snacks - Tarjeta de Crédito,2024
1574,13/4/2024,204,Patagonia,20,5,4,Mercado Pago,Completa,Lechugas,$4.25,Frutas y Verduras,$21.25,abril,4,sábado-04,Frutas y Verduras - Mercado Pago,2024
1899,13/4/2024,176,NEA,22,2,5,Transferencia,Completa,Cebolla,$4.21,Frutas y Verduras,$8.42,abril,4,sábado-04,Frutas y Verduras - Transferencia,2024
2138,13/4/2024,281,Buenos Aires,7,5,2,Tarjeta de Crédito,Completa,Chorizo,$11.25,Carnicería,$56.25,abril,4,sábado-04,Carnicería - Tarjeta de Crédito,2024
2159,13/4/2024,288,Buenos Aires,19,3,1,Efectivo,Completa,Tomates,$6.54,Frutas y Verduras,$19.62,abril,4,sábado-04,Frutas y Verduras - Efectivo,2024
2395,13/4/2024,248,Centro,12,5,3,Tarjeta de Débito,Completa,Pan francés,$8.12,Panadería,$40.60,abril,4,sábado-04,Panadería - Tarjeta de Débito,2024
2403,13/4/2024,15,Buenos Aires,8,2,4,Mercado Pago,Completa,Milanesa,$16.21,Carnicería,$32.42,abril,4,sábado-04,Carnicería - Mercado Pago,2024
2458,13/4/2024,105,Buenos Aires,24,1,4,Mercado Pago,Pendiente,Empanadas,$13.54,Congelados,$13.54,abril,4,sábado-04,Congelados - Mercado Pago,2024
248,14/4/2024,132,Buenos Aires,3,5,5,Transferencia,Pendiente,Queso cremoso,$17.23,Lácteos,$86.15,abril,4,domingo-04,Lácteos - Transferencia,2024
340,14/4/2024,271,Patagonia,19,2,3,Tarjeta de Débito,Pendiente,Tomates,$6.54,Frutas y Verduras,$13.08,abril,4,domingo-04,Frutas y Verduras - Tarjeta de Débito,2024
371,14/4/2024,105,Buenos Aires,5,2,4,Mercado Pago,Completa,Manteca,$5.65,Lácteos,$11.30,abril,4,domingo-04,Lácteos - Mercado Pago,2024
708,14/4/2024,164,Centro,17,3,1,Efectivo,Completa,Manzanas,$6.54,Frutas y Verduras,$19.62,abril,4,domingo-04,Frutas y Verduras - Efectivo,2024
864,14/4/2024,190,NEA,21,5,4,Mercado Pago,Completa,Zanahorias,$3.25,Frutas y Verduras,$16.25,abril,4,domingo-04,Frutas y Verduras - Mercado Pago,2024
1868,14/4/2024,234,Buenos Aires,19,6,1,Efectivo,Pendiente,Tomates,$6.54,Frutas y Verduras,$39.24,abril,4,domingo-04,Frutas y Verduras - Efectivo,2024
1922,14/4/2024,269,Centro,31,1,5,Transferencia,Pendiente,Galletitas de agua,$5.24,Galletitas y Snacks,$5.24,abril,4,domingo-04,Galletitas y Snacks - Transferencia,2024
2051,14/4/2024,165,Buenos Aires,30,2,5,Transferencia,Completa,Vino tinto,$13.54,Bebidas,$27.08,abril,4,domingo-04,Bebidas - Transferencia,2024
2838,14/4/2024,41,Patagonia,28,2,3,Tarjeta de Débito,Completa,Jugos de frutas,$9.45,Bebidas,$18.90,abril,4,domingo-04,Bebidas - Tarjeta de Débito,2024
15,15/4/2024,219,Patagonia,34,4,3,Tarjeta de Débito,Completa,Maníes,$5.45,Galletitas y Snacks,$21.80,abril,4,lunes-04,Galletitas y Snacks - Tarjeta de Débito,2024
82,15/4/2024,246,NEA,27,3,4,Mercado Pago,Completa,Agua mineral,$6.21,Bebidas,$18.63,abril,4,lunes-04,Bebidas - Mercado Pago,2024
194,15/4/2024,45,Buenos Aires,32,5,5,Transferencia,Pendiente,Galletitas de chocolate,$6.25,Galletitas y Snacks,$31.25,abril,4,lunes-04,Galletitas y Snacks - Transferencia,2024
361,15/4/2024,226,Patagonia,20,6,5,Transferencia,Completa,Lechugas,$4.25,Frutas y Verduras,$25.50,abril,4,lunes-04,Frutas y Verduras - Transferencia,2024
431,15/4/2024,231,Patagonia,33,1,2,Tarjeta de Crédito,Completa,Papas chips,$8.54,Galletitas y Snacks,$8.54,abril,4,lunes-04,Galletitas y Snacks - Tarjeta de Crédito,2024
651,15/4/2024,150,Buenos Aires,8,6,3,Tarjeta de Débito,Completa,Milanesa,$16.21,Carnicería,$97.26,abril,4,lunes-04,Carnicería - Tarjeta de Débito,2024
1001,15/4/2024,325,NEA,4,4,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$76.92,abril,4,lunes-04,Lácteos - Mercado Pago,2024
1286,15/4/2024,110,NEA,21,5,5,Transferencia,Pendiente,Zanahorias,$3.25,Frutas y Verduras,$16.25,abril,4,lunes-04,Frutas y Verduras - Transferencia,2024
1498,15/4/2024,216,Centro,37,4,3,Tarjeta de Débito,Completa,Garbanzos,$3.65,Conservas,$14.60,abril,4,lunes-04,Conservas - Tarjeta de Débito,2024
2949,15/4/2024,24,Cuyo,28,6,4,Mercado Pago,Completa,Jugos de frutas,$9.45,Bebidas,$56.70,abril,4,lunes-04,Bebidas - Mercado Pago,2024
399,16/4/2024,115,Cuyo,38,4,4,Mercado Pago,Completa,Atún enlatado,$6.21,Conservas,$24.84,abril,4,martes-04,Conservas - Mercado Pago,2024
807,16/4/2024,181,Patagonia,1,5,3,Tarjeta de Débito,Completa,Leche,$12.24,Lácteos,$61.20,abril,4,martes-04,Lácteos - Tarjeta de Débito,2024
976,16/4/2024,110,NEA,31,2,4,Mercado Pago,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$10.48,abril,4,martes-04,Galletitas y Snacks - Mercado Pago,2024
1258,16/4/2024,48,Patagonia,28,4,1,Efectivo,Completa,Jugos de frutas,$9.45,Bebidas,$37.80,abril,4,martes-04,Bebidas - Efectivo,2024
1307,16/4/2024,46,Centro,1,3,5,Transferencia,Completa,Leche,$12.24,Lácteos,$36.72,abril,4,martes-04,Lácteos - Transferencia,2024
1319,16/4/2024,28,NEA,3,1,4,Mercado Pago,Completa,Queso cremoso,$17.23,Lácteos,$17.23,abril,4,martes-04,Lácteos - Mercado Pago,2024
1717,16/4/2024,171,Cuyo,33,5,5,Transferencia,Completa,Papas chips,$8.54,Galletitas y Snacks,$42.70,abril,4,martes-04,Galletitas y Snacks - Transferencia,2024
2162,16/4/2024,304,Cuyo,28,4,4,Mercado Pago,Pendiente,Jugos de frutas,$9.45,Bebidas,$37.80,abril,4,martes-04,Bebidas - Mercado Pago,2024
2407,16/4/2024,209,Buenos Aires,34,5,3,Tarjeta de Débito,Completa,Maníes,$5.45,Galletitas y Snacks,$27.25,abril,4,martes-04,Galletitas y Snacks - Tarjeta de Débito,2024
547,17/4/2024,69,Cuyo,22,2,4,Mercado Pago,Pendiente,Cebolla,$4.21,Frutas y Verduras,$8.42,abril,4,miércoles-04,Frutas y Verduras - Mercado Pago,2024
1177,17/4/2024,192,Cuyo,22,1,4,Mercado Pago,Completa,Cebolla,$4.21,Frutas y Verduras,$4.21,abril,4,miércoles-04,Frutas y Verduras - Mercado Pago,2024
2368,17/4/2024,245,NEA,33,1,4,Mercado Pago,Completa,Papas chips,$8.54,Galletitas y Snacks,$8.54,abril,4,miércoles-04,Galletitas y Snacks - Mercado Pago,2024
2962,17/4/2024,314,Patagonia,2,6,3,Tarjeta de Débito,Pendiente,Yogur,$5.21,Lácteos,$31.26,abril,4,miércoles-04,Lácteos - Tarjeta de Débito,2024
421,18/4/2024,86,Patagonia,28,3,4,Mercado Pago,Pendiente,Jugos de frutas,$9.45,Bebidas,$28.35,abril,4,jueves-04,Bebidas - Mercado Pago,2024
1107,18/4/2024,223,Buenos Aires,18,4,4,Mercado Pago,Pendiente,Bananas,$7.25,Frutas y Verduras,$29.00,abril,4,jueves-04,Frutas y Verduras - Mercado Pago,2024
1282,18/4/2024,280,Centro,31,1,2,Tarjeta de Crédito,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$5.24,abril,4,jueves-04,Galletitas y Snacks - Tarjeta de Crédito,2024
1325,18/4/2024,89,Patagonia,24,6,1,Efectivo,Completa,Empanadas,$13.54,Congelados,$81.24,abril,4,jueves-04,Congelados - Efectivo,2024
1379,18/4/2024,301,Cuyo,18,1,3,Tarjeta de Débito,Completa,Bananas,$7.25,Frutas y Verduras,$7.25,abril,4,jueves-04,Frutas y Verduras - Tarjeta de Débito,2024
1951,18/4/2024,212,Buenos Aires,8,6,1,Efectivo,Completa,Milanesa,$16.21,Carnicería,$97.26,abril,4,jueves-04,Carnicería - Efectivo,2024
2632,18/4/2024,53,Centro,31,6,3,Tarjeta de Débito,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$31.44,abril,4,jueves-04,Galletitas y Snacks - Tarjeta de Débito,2024
2661,18/4/2024,121,Cuyo,29,3,2,Tarjeta de Crédito,Completa,Cerveza,$11.54,Bebidas,$34.62,abril,4,jueves-04,Bebidas - Tarjeta de Crédito,2024
2777,18/4/2024,24,Cuyo,28,6,4,Mercado Pago,Completa,Jugos de frutas,$9.45,Bebidas,$56.70,abril,4,jueves-04,Bebidas - Mercado Pago,2024
1320,19/4/2024,324,NEA,22,2,4,Mercado Pago,Pendiente,Cebolla,$4.21,Frutas y Verduras,$8.42,abril,4,viernes-04,Frutas y Verduras - Mercado Pago,2024
2081,19/4/2024,206,NEA,3,1,1,Efectivo,Completa,Queso cremoso,$17.23,Lácteos,$17.23,abril,4,viernes-04,Lácteos - Efectivo,2024
2087,19/4/2024,103,Patagonia,27,6,3,Tarjeta de Débito,Completa,Agua mineral,$6.21,Bebidas,$37.26,abril,4,viernes-04,Bebidas - Tarjeta de Débito,2024
2149,19/4/2024,82,Buenos Aires,3,4,4,Mercado Pago,Completa,Queso cremoso,$17.23,Lácteos,$68.92,abril,4,viernes-04,Lácteos - Mercado Pago,2024
2666,19/4/2024,12,Patagonia,36,3,3,Tarjeta de Débito,Completa,Lentejas,$3.25,Conservas,$9.75,abril,4,viernes-04,Conservas - Tarjeta de Débito,2024
724,20/4/2024,298,Buenos Aires,4,2,2,Tarjeta de Crédito,Completa,Queso rallado,$19.23,Lácteos,$38.46,abril,4,sábado-04,Lácteos - Tarjeta de Crédito,2024
800,20/4/2024,56,Centro,29,3,3,Tarjeta de Débito,Completa,Cerveza,$11.54,Bebidas,$34.62,abril,4,sábado-04,Bebidas - Tarjeta de Débito,2024
1575,20/4/2024,66,Buenos Aires,4,3,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$57.69,abril,4,sábado-04,Lácteos - Mercado Pago,2024
1605,20/4/2024,180,Buenos Aires,20,6,2,Tarjeta de Crédito,Pendiente,Lechugas,$4.25,Frutas y Verduras,$25.50,abril,4,sábado-04,Frutas y Verduras - Tarjeta de Crédito,2024
1707,20/4/2024,223,Buenos Aires,30,2,5,Transferencia,Completa,Vino tinto,$13.54,Bebidas,$27.08,abril,4,sábado-04,Bebidas - Transferencia,2024
2092,20/4/2024,272,Buenos Aires,23,1,3,Tarjeta de Débito,Completa,Papas fritas,$8.23,Congelados,$8.23,abril,4,sábado-04,Congelados - Tarjeta de Débito,2024
2205,20/4/2024,233,Centro,4,2,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$38.46,abril,4,sábado-04,Lácteos - Mercado Pago,2024
2434,20/4/2024,211,Centro,28,5,3,Tarjeta de Débito,Pendiente,Jugos de frutas,$9.45,Bebidas,$47.25,abril,4,sábado-04,Bebidas - Tarjeta de Débito,2024
